,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,caption
292,MtCMtC50gwY,Expedia,New York City Vacation Travel Guide | Expedia,"New York City needs no introduction. Sitting at the top of many travelers’ bucket lists, NYC is always poised to impress. Check out our footage to see why!


When ready, browse vacation packages to New York City: https://www.expedia.com/New-York.dx178293


#NewYorkCity is an international metropolis built on the shoulders of immigrants and their descendants.

The city is home to eight million people, and receives more than 50 million visitors per year. Your New York City #vacation should include sampling the food of hundreds of different cultures. You can easily #explore on foot, by taxi, or via the famous subway system.

No New York #sightseeing is complete without a visit to Times Square, which you’ve no doubt seen in many movies. Take in its billboards, its many people, and its food, then cross over to Central Park, which comprises 850 acres of lakes and meadows, and is the setting for many a romantic comedy. 

You also have your pick of art and history museums, as well as the Reflecting Absence Memorial and Museum, where you can pay your respects to the victims of 9/11.


For now, we hope you enjoy watching this #travel #guide as much as we enjoyed making it. 

More travel information around New York City: LINK

Subscribe to Expedia’s YouTube Channel for great travel videos and join the conversation on the best vacation ideas. 

---------

Follow us on social media: 
FACEBOOK: https://www.facebook.com/expedia
TWITTER: https://twitter.com/Expedia
INSTAGRAM: https://instagram.com/expedia/
PINTEREST: https://www.pinterest.com/expedia

---------

0:00 - New York City
1:24 - Empire State Building
1:51 - The Rockefeller Center
2:06 - Grand Central Station
2:21 - Fifth Avenue
2:39 - Times Square
3:00 - Central Park
3:23 - The Metropolitan Museum of Art
3:46 - The Guggenheim Museum
4:00 - Reflecting Absence Memorial
4:27 - Little Italy
4:41 - SoHo
4:49 - Greenwich Village
5:00 - Brooklyn and Brooklyn Bridge 
5:10 - Coney Island","['trip', 'explore', 'attractions', 'tourist', 'New York City vacations', 'guide', 'New York City', 'New York City travel guide', 'vacation', 'tourism', 'expedia', 'travel', 'visit', 'yt:cc=off', 'Empire State Building', 'Brooklyn', 'Statue of Liberty', 'Times Square', 'Central Park', 'Grand Central Terminal', 'The National September 11 Memorial', 'Rockefeller Center', 'Union Square New York']",2013-03-07T02:05:38Z,12194673,72882,,5850,PT6M1S,true
293,RsYJRuXRlfA,Hungry Passport,Things to know BEFORE you go to NEW YORK CITY | NYC Travel Tips,"This video is sponsored by BEEYOND compression cubes, a revolutionary new way to pack your luggage: https://amzn.to/34LTHv3 (on Amazon) ✈︎🧳
Our NYC travel guide: 👉 MOBILE (.pdf): https://gum.co/nycgd 👉 PRINT (Amazon): https://hpst.me/aXorOc

WATCH ALSO (NYC videos):
👉 TOP 10 NYC: https://youtu.be/WLSnrXEtrT4 
👉 NYC map explained: https://youtu.be/NWSf1Y4ZFps
👉 NYC travel guide: https://youtu.be/MzYyicm5YsU 
👉 1-day NYC itinerary: https://youtu.be/viVEhtR0NqU 
👉 Best apps to book your stay: https://youtu.be/B7usOIXzAJk

In this video, we’ll cover all you need to know before traveling to New York City, including where are all the major attractions, how to get around New York, where to stay, best apps to use, how much things cost, best city views, and other practical information. 

CHAPTERS:
0:00 Intro
0:40 WEATHER & CLIMATE
1:56 BEST TIME TO VISIT
2:39 LENGTH OF YOUR STAY
3:00 WHERE TO STAY & COST OF ACCOMMODATIONS
4:25 LINES & CROWDS
TRANSPORTATION:
4:58 To and from JFK Airport 
5:41 Arriving by train
5:59 Arriving by car
6:17 Getting around the city (subway, metro card, etc.)
7:12 BEST APPS
GENERAL INFORMATION:
8:12 Drinking water
8:20 Toilets
8:39 Free WiFi
FOR INTERNATIONAL TRAVELERS:
8:59 Travel adapters
9:15 Always bring some cash
9:27 Money exchange
9:48 Prepaid sim cards
10:01 Tipping
10:22 Legal drinking age
10:29 SAFETY
11:09 MAP OF NYC EXPLAINED:
Major attractions, sense of the distance, etc.
12:25 CITY TOURS
12:44 CITY PASSES
13:06 FOOD & DRINK PRICES:
Pizza, bagels, hot dogs, cocktails, etc.
14:25 BEST VIEWS OF NYC

 OUR SOCIAL MEDIA & CONTACT:
⭐ IG: https://www.instagram.com/hungrypassporttravel/  
⭐ FB: https://www.facebook.com/hungrypassporttravel/  
👉 WEBSITE: https://www.hungrypassport.xyz/
👉 For collaboration & inquiries: hpassport.travel(at)gmail.com
#newyorkcity #travelguide #nyc","['new york city', 'new york city guide', 'new york city travel tips', 'nyc guide', 'nyc tips', 'nyc', 'things to know before you go to new york city', 'new york', 'new york city tourism', 'visiting new york', 'visiting nyc', 'new york vlog', 'new york tour', 'new york guided tour', 'new york tourism video', 'travel tips', 'travel guide', 'things to do in new york', 'what to do in new york city', 'nyc travel guide', 'new york city (city/town/village)', 'tourist guide', 'tips', 'new york travel tips', 'nyc travel tips']",2021-07-21T16:00:01Z,83144,1434,,38,PT14M54S,true
294,cGGxBtg_N9I,Discovering Madeira,Madeira Island on Travel Channel,"A beautiful article about Madeira Islands from TravelChannel!  

http://www.discoveringmadeira.com

Vídeo credits to TravelChannel!","['Madeira', 'Madeira Islands', 'Madeira Holidays', 'Madeira Wine', 'Blandys', 'The Vine', 'Basket cars', 'Funchal', 'Funchal City', 'Mountains', 'Sea', 'Travel', 'Travel Madeira', 'Discovering Madeira', 'Book', 'Booking', 'What to do Madeira', 'visit Madeira', 'visiting Madeira']",2014-04-14T13:41:43Z,66906,155,,7,PT7M35S,false
295,isXeJXgrTEQ,Dostcast ,How To TRAVEL The WORLD For Almost FREE | @Tanya Khanijow | Dostcast 155,"Subscribe to Vinamre's Newsletter, The Dark Arts- https://www.getrevue.co/profile/vinamrekasanaa?via=twitter-profile

Tanya Khanijow is a travel vlogger and filmmaker and one of the most famous Indian travel vloggers on the internet.

In this podcast, Vinamre and Tanya talked a bunch about the experience of solo travel, how to budget your travels, the experiences of living in homestays, how to make friends on a trip and what are some countries everyone must visit.

Do check out Tanya's YouTube channel where she documents her experiences of visiting different countries:
https://youtube.com/c/TanyaKhanijow

For awesome travel hacks and recommendations, follow her on Instagram:
https://instagram.com/tanyakhanijow?igshid=YmMyMTA2M2Y=

Timestamps:
0:00 Intro
0:26 Why Tanya prefers Africa over Europe?
7:58 The euphoria of solo travel
10:33 Why Tanya still uses Facebook?
16:37 The worst disasters Tanya has experienced while travelling
20:28 How Tanya started making content?
24:38 How Tanya travels for free?
37:27 The easiest way to have the best experiences while travelling
41:37 What is it like to experience a world cup
46:34 How to make friends with strangers
54:12 Why cutting off communication while travelling is important?
57:22 The best way to plan your trip
1:09:02 Travelling is not that easy
1:15:36 The cost of traveling for free
1:20:05 Managing travel alongwith a corporate job
1:27:26 Countries where you might get killed
1:31:24 Countries people must visit
1:33:01 Don't learn a foreign language from a book
1:35:19 Conclusion

Listen to the audio version of the full podcasts at -
Spotify - https://open.spotify.com/show/70vrbHeSvrcXyOeISTyBSy?si=eZQk7N3_QOmvOfu0umGjzg
Google Podcast - https://podcasts.google.com/feed/aHR0cHM6Ly9hbmNob3IuZm0vcy8zZDkyMjI0MC9wb2RjYXN0L3Jzcw==
Apple Podcast - https://podcasts.apple.com/in/podcast/dostcast/id1538251790

==

This is the official channel for Dostcast, a podcast by Vinamre Kasanaa. 

Connect with me
Instagram: https://www.instagram.com/vinamrekasanaa/
Twitter: https://twitter.com/VinamreKasanaa
Dostcast on Instagram: https://www.instagram.com/dostcast/
Dostcast on Facebook: https://www.facebook.com/dostcast
Dostcast on Snapchat: https://www.snapchat.com/add/dostcast

==
Contact Us

For business inquiries: dostcast@egiplay.com

==

I'm proud to announce that my new course 'Art of Reading and Writing Effectively' is now available to purchase on Skill91.com. 

With this course you will be getting:

🔥 Unlimited Access to 25+ Video Modules on Reading, Idea Generation, Online Writing Tools, and How to Write Like A Pro
🔥 15+ Writing Templates To Deliver Effective Writing
🔥 Tried-And-Tested Editing Masterclass
🔥 7 Day Writing Challenge To Help You Publish Your Work
🔥 Taught In Hinglish 
🔥 Certificate of Completion  

You Will Learn:

✅ How To Make Reading & Writing Easy
✅ How To Never Run Out Of Ideas
✅ Myths About Grammar & Vocabulary
✅ The Right Way To Read
✅ How To Build Your Note-Taking System
✅ How To Get Over Your Fears
✅ How To Remember What You Read
✅ How To Consume High-Quality Information
✅ The Art of Curation
✅ Writing Through Prompts
✅ How To Build A Daily Reading Routine
✅ How To Build A Daily Writing Routine
✅ The Art of Journaling
✅ Free-writing
✅ How To Use Writing Templates
✅ How To Observe The World
✅ How To Write And Edit Your First Draft
✅ 7 Day Writing Challenge

✨ Start learning here: https://www.skill91.com/s/store/courses/description/Art-of-Reading-Writing-Effectively ✨

==
#Dostcast","['shaatir', 'vinamre kasanaa', 'dostcast', 'podcast', 'comedy podcast', 'shaatir dostcast', 'hindi podcast', 'Tanya Khanijow', 'Tanya', 'Namibia', 'Bali', 'United States', 'UK', 'traveling', 'travel', 'solo travel', 'adventures', 'explore', 'Indian', 'monkeyxmagic']",2022-11-15T06:30:10Z,48067,1998,,136,PT1H37M47S,false
296,0jSpXCne3Kw,DFBGuide,20 Tricks for Your BEST Disney World Trip,"Rapunzel said it best – we’re looking to have the “BEST DAY EVER” in Disney World this year. And the “best day ever” starts right here – with the pre-trip-planning.

PDF Guide: disneyfoodblog.com/BestTrip

[Subscribe for more Disney Food Videos!]
http://bit.ly/1rqUGbh

[Join our Newsletter]
http://disneyfoodblog.com/the-disney-food-blog-newsletter

Want to support the channel? Check out our line of Disney Dining Travel Guides at http://DFBStore.com.

Purchase our DFB Disney themed t-shirts and more at https://teespring.com/stores/dfb-guide

Get tips, tricks, reviews, and budget advice at http://DisneyFoodBlog.com

[Social Links]
http://Twitter.com/disneyfoodblog
http://Facebook.com/disneyfoodblog
http://Instagram.com/disneyfoodblog","['disneyfood', 'disney', 'disney world', 'disneyland', 'disneyvideo', 'disneyvacation', 'food', 'disney parks', 'disney travel', 'disney tips', 'disney guides', 'disney planning', 'disney trip', 'disney how to', 'disney vlog', 'disney vlogger']",2022-01-11T15:30:00Z,182189,2966,,126,PT28M4S,false
297,O1vtZSKr0pE,REI,How To Plan Your FIRST Backpacking Trip! | Miranda in the Wild,"Planning a backpacking trip - especially your first trip - can be really daunting. In this video, I share my steps for planning a backpacking trip! There are some tips here for backpackers of all levels, so use this guide to plan your trips and share it with your friends!

Intro: 00:57
Step 1: Pick a Trail: 1:13
Step 2: Do Your Research: 2:43
Step 3: Pack Your Bag: 6:41
Step 4: Make a Plan and Share it: 8:22

BACKPACKING CHECKLIST: https://www.rei.com/learn/expert-advice/backpacking-checklist.html

Visiting a National Park? Look up conditions and regulations here: https://www.nps.gov
Find trip reports at AllTrails Trail Guide: https://www.alltrails.com/
Hiking Project Trail Maps: https://www.hikingproject.com/
Check the weather! National Weather Service: https://www.weather.gov
In WA State? Washington Trails Association: https://www.wta.org/
Need a topo map? CalTopo: https://caltopo.com/

Missed a video? Catch up on Miranda in the Wild here: https://youtube.com/playlist?list=PL7tqTAgUK4Uz-_qEwjQXk6FIni-PIow20

Follow Miranda on IG @MirandaGoesOutside: https://www.instagram.com/mirandagoes...​
Follow REI on IG: https://www.instagram.com/rei/?hl=en​​​
Like REI on Facebook: https://www.facebook.com/REI​​​
Subscribe to REI on YouTube: https://www.youtube.com/c/rei​​​

Like, Subscribe, Comment, and tune in every Sunday for more Miranda in the Wild!","['rei', 'outdoors', 'sporting goods', 'adventure', 'miranda rei', 'miranda in the wild', 'first time backpacking', 'planning first backpacking trip', 'first time hiking', 'how to backpack', 'do I need a permit to backpack', 'how much does it cost to backpack', 'is backpacking dangerous', 'how to plan your first backpacking trip', 'how to plan first camping trip', 'is backpacking fun', 'mistakes first time backpackers make', 'first time backpacker', 'first backpacking trip', 'nature', 'ten essentials', 'leave no trace']",2021-04-18T15:00:09Z,151123,6667,,244,PT13M20S,false
298,dNU1lJiDaSY,touropia,10 Best Places to Visit in Texas - Travel Video,"Check out all the places seen in this video: https://www.touropia.com/best-places-to-visit-in-texas/

They say that everything is bigger in Texas, and it is certainly true that there is a large range of things do so, see and explore in the second largest state. The landscape changes dramatically throughout the expanses of the Lone Star State, from deserts and scrublands to swamps, pine forests, and mountains. Texans are fiercely proud, and they have a lot to be proud of. Whether you’re interested in history, art or cowboy culture, it’s all found in Texas. Here’s a look at the best places to visit in Texas:","['texas', 'texas travel', 'texas tourism', 'austin', 'dallas', 'houston', 'Fort Worth', 'el paso', 'big bend', 'Galveston', 'texas hill country', 'San Antonio']",2021-04-14T09:58:01Z,990757,12795,,679,PT14M39S,true
299,Kt7lpqdbNgA,Expedia,Dallas Vacation Travel Guide | Expedia,"Dallas – Soak up the southern charm in this Texan city. Here you’ll find a mix of modern edge and wild west roots; check out the best of Dallas. 

When ready, browse vacation packages to Dallas: https://www.expedia.com/Dallas.d178253.Destination-Travel-Guides

Welcome to #Dallas, also called “The Big D,” part of the Dallas-Fort Worth-Arlington metroplex of 6.5 million people.

Whether you’re looking for arts, technology, or culture, a Dallas #vacation has a little bit of everything. Stroll through the Dallas Museum of Art and the Nasher Sculpture Center to take in their creative works, followed by a trip up to the top of the Reunion Tower for a breathtaking view of the city.

Dallas #sightseeing must include the underwater passages of the Dallas World Aquarium. You can also scream your way through over 100 rides at Six Flags, or explore the history of the cowboy way at Pioneer Plaza.

A fine Texas day comes to an end with steak, dancing, and mingling with friendly locals who have hearts as big as the state itself.

For now, we hope you enjoy watching this #travel #guide as much as we enjoyed making it. 

More travel information around Dallas: https://www.expedia.com/Dallas.dx178253

Subscribe to Expedia’s YouTube Channel for great travel videos and join the conversation on the best vacation ideas. 

---------

Follow us on social media: 
FACEBOOK: https://www.facebook.com/expedia
TWITTER: https://twitter.com/Expedia
INSTAGRAM: https://instagram.com/expedia/
PINTEREST: https://www.pinterest.com/expedia

---------

0:00 - Dallas
0:52 - Reunion tower
1:17 - Dallas Museum of Art
1:32 - Nasher Sculpture Center
1:42 - Arboretum and Botanical Gardens
2:00 - Dallas World Aquarium
2:17 - Perot Museum of Nature and Science
2:29 - Dallas Zoo
2:40 - Six Flags Over Texas 
2:56 - Heritage Village
3:00 - Southfork Ranch
3:22 - Pioneer Plaza
3:42 - West End
3:57 - The Sixth Floor Museum","['yt:cc=off', 'cvg', 'trip', 'explore', 'attractions', 'tourist', 'guide', 'vacation', 'tourism', 'expedia', 'travel', 'visit', 'Six Flags over Texas', 'Dallas Zoo', 'Dallas Museum of Art', 'Dallas World Aquarium', 'Majestic Theater', 'Southfork Ranch', 'Reunion Tower', 'Nasher Sculpture Center', 'The Sixth Floor Museum at Dealey Plaza', 'Dallas Arboretum and Botanical Garden', 'Perot Museum Of Nature And Science']",2013-07-15T23:49:10Z,989200,5430,,505,PT4M52S,true
300,JU8xTa-80JI,Spain Revealed,Epic 24-Hour RIOJA Trip | Spain’s Most EXPENSIVE Glass of Wine,"I take Phil on an all-expenses paid trip to Rioja! Venga, let’s go!

Check out Phil https://twitter.com/PhilKitro and the Spanish Football Podcast: https://twitter.com/tsf_podcast

Thank you to Claudia who let us take 2 wine glasses from our Airbnb. Check it out here: https://www.booking.com/hotel/es/rey-eneo.en.html?aid=1608161&no_rooms=1&group_adults=2

Clips from the Haro wine battle from Life of Jord YouTube channel: https://www.youtube.com/watch?v=-ePrPZ4m6GE&t

⏩ CHAPTERS
00:00 Intro
00:53 We tour the Cune winery
04:42 White wine at the Muga wine bar
06:36 More wine at Roda
08:07 €51 glass of wine at Rioja Alta
11:32 Lunch and bonding at Terete
14:19 Back home for a siesta
14:53 Phil opens the secret bag
17:04 Tapas in Haro
19:39 An early more wine pilgrimage

🍿 Watch Next: More of my (mis)adventures with Phil: https://www.youtube.com/playlist?list=PLWoKRXwP0XnKwBU19Cjq4EMU8kdaxTzgM

MY FREE SPAIN RESOURCES
🍤 Tapas 101 Cheat Sheet: https://swiy.io/Tapas101
🏡 Spain House Buyer's Checklist: https://swiy.io/SpainHouseChecklist
🔑 Spain House Renter's Cheat Sheet: https://swiy.io/SpainRentalCheatSheet

ENHANCE YOUR SPAIN TRIP
💡 Get my ultimate Madrid city guide: https://swiy.io/MadridRevealed
🥘 Book a food tour with Devour Tours: https://swiy.io/devourtours
 🏰 Book a walking tour with Walks: https://swiy.co/walks

JOIN OUR EXCLUSIVE LIVE STREAMS
❤️ YouTube members get exclusive live stream access: https://swiy.io/JoinSpainRevealed

🍤 Spanish food delivered to your door (USA): https://swiy.io/latienda
👄 Learn Spanish my way: https://swiy.io/learnspanish
🎥 The gear we use to make videos: https://swiy.io/gear

👩🏻‍💻 CONNECT
James on Instagram: https://www.instagram.com/jamesblickspain
Yoly on Instagram: https://www.instagram.com/flamencoguide/
Our private Facebook community: https://www.facebook.com/groups/spainrevealed

WHO ARE WE? 🥝
⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯⋯
Hola, Spain lovers! We're James and Yoly. James is a New Zealander, and Yoly is from Spain. And we both live in Madrid. This channel is all about giving you a local insight into life in Spain, and helping you experience this country like a local when you come to visit (or live!). If that sounds like your kind of thing, bienvenido!

*This description contains affiliate links which means we may earn a commission if you use them 🙏🏻","['james black spain', 'james blake spain', 'yoly james', 'spain revealed', 'yoly spain', 'spain couple', 'spain guide', 'yolly james', 'yoli james']",2022-09-04T08:14:31Z,27864,1141,,179,PT21M28S,true
301,TZ3M3bt22v4,Expedia,Darwin Vacation Travel Guide | Expedia,"Darwin – Welcome to the capital of Australia’s Northern Territory. This coastal city has lots on offer; check out our video to see the best spots to visit. 

When ready, browse vacation packages to Darwin: https://www.expedia.com/Darwin-City-Centre.d6131318.Destination-Travel-Guides

Also known as “The Top End,” #Darwin perches on the Timor Sea, giving it striking views of the ocean. Due to its distance from other Australian cities, it is somewhat isolated, leading to a real sense of small-town community despite its status as a large city. 

Get a taste of this community during your Darwin #vacation by stopping at the Mindil Beach Markets; on Thursdays and Sundays, you can run into almost half the city as residents turn out to shop at the various vendors and devour local multicultural cuisine.

Get outdoors at Crocadylys Park, which is filled with Darwin’s legendary salt and freshwater crocodiles. The Darwin region is home to over 20 national parks, so you can get a taste of the Australian outback without venturing too far from civilization. 

For now, we hope you enjoy watching this #travel #guide as much as we enjoyed making it. 

More travel information around Darwin: https://www.expedia.com/Darwin-Darwin-City-Centre.dx6131318

Subscribe to Expedia’s YouTube Channel for great travel videos and join the conversation on the best vacation ideas. 
 
---------

Follow us on social media: 
FACEBOOK: https://www.facebook.com/expedia
TWITTER: https://twitter.com/Expedia
INSTAGRAM: https://instagram.com/expedia/
PINTEREST: https://www.pinterest.com/expedia

---------

0:00 - Darwin
1:00 - Mindil Beach Markets
1:24 - Deck Chair Cinema
1:32 - Defense of Darwin Experience & Australian Aviation Heritage Centre
1:55 - Darwin Museum and Art Gallery
2:24 - Crocodylus Park
2:43 - Crocosaurus Cove
3:07 - Litchfield National Park
3:41 - Buley Rockhole
4:03 - Tolmer and Wangi Falls
4:29 - Kakadu National Park","['cvg', 'Mindil Beach', 'Australian Aviation Heritage Centre', 'Crocosaurus Cove', 'Crocodylus Park', 'croc', 'crocodile', 'Deckchair Cinema', 'Defence Of Darwin Experience', 'Museum and Art Gallery of the Northern Territory', 'Darwin Waterfront', 'Bicentennial Park', 'Darwin Esplanade', 'top end', 'australia', 'Northern Territory (Australian Territory)', 'dine', 'explore', 'Darwin (City/Town/Village)', 'Culture', 'Nature', 'kakadu national park', 'kakadu']",2014-10-27T02:59:26Z,696818,3479,,339,PT5M47S,true
302,UPfomFDogB0,Visit The USA,A Solo Trip to the Northeast,"From quaint seaside towns to sprawling boardwalks, the Northeast is the perfect place for a solo trip. Join this adventure across Connecticut, Delaware, Rhode Island and New Jersey.

Connect on our social channels:
✈ Like Visit The USA: http://Facebook.com/VisitTheUSA
✈ Follow Visit The USA: http://Twitter.com/VisitTheUSA
✈ Follow Visit The USA: http://Instagram.com/VisitTheUSA

Subscribe: https://www.youtube.com/VisitTheUSA

Welcome to the official channel of United States tourism. Our goal is to inspire people from around the world to explore all the exciting travel possibilities in the United States. Watch our videos and discover it, all within your reach.",['VisitTheUSA'],2022-01-31T23:07:51Z,812536,56,,0,PT3M20S,false
303,cnYmwc3f9UE,Expedia,Palm Springs Vacation Travel Guide | Expedia,"Palm Springs has drawn Hollywood A-listers to its radiant heart for decades! See why as we explore this sun-baked paradise. 

Check out all the places we visited in this video: https://viewfinder.expedia.com/palm-springs-vacation-ideas-planning-itinerary-travel-video/


When ready, browse vacation packages to Palm Springs: https://www.expedia.com/Palm-Springs.d180676.Destination-Travel-Guides

The desert oasis of #PalmSprings lies at the western edge of the Coachella Valley in California. This #vacation #destination is just under two hours away from Los Angeles. 

#Visit the Living Desert Zoo and Gardens, dedicated to displaying species from arid environments. Or watch as the native Desert Bighorn Sheep effortlessly traverse rocky mountain slopes. 

Delve deeper into the history of Palm Springs, by visiting Indian Canyons. Admire the thriving fan palms, whose fruit once provided rich sustenance for the area’s earliest inhabitants, the Agua Caliente Band of Cahuilla Indians. 

Make your way to Moorten Botanical Garden and Cactarium, which is home to over 3,000 species of prickly, spiky and furry desert plants. Take the Palm Springs Aerial Tramway up into the misty wilderness of Mt San Jacinto Peak. From here, travelers have access to 50 miles of scenic hiking tracks. 

Whatever your interests, Palm Springs has something for everyone. So, take a vacation to this world class resort destination and #discover the creativity that this spring-fed city continues to inspire.

For now, we hope you enjoy watching this #travel #guide as much as we enjoyed making it. 

More travel information around Palm Springs: https://www.expedia.com/Palm-Springs.dx180676


---------

Follow us on social media: 
FACEBOOK: https://www.facebook.com/expedia
TWITTER: https://twitter.com/Expedia
INSTAGRAM: https://instagram.com/expedia/
PINTEREST: https://www.pinterest.com/expedia

---------

0:00 - Palm Springs
1:36 - Living Desert Zoo and Gardens
2:23 - Sunnylands Centre and Gardens
2:55 - Indian Canyons
3:45 - Moorten Botanical Garden and Cactarium
4:00 - Mt San Jacinto Peak
4:53 - Palm Springs Art Museum","['cvg', 'Living Desert Zoo and Gardens', 'palm springs', 'california', 'Indian Canyon', 'Palm Springs Art Museum', 'Palm Springs Aerial Tramway', 'Mount San Jacinto State Park', 'Sunnylands Center and Gardens', 'Agua Caliente Cultural Museum', 'Palm Springs Air Museum', 'Palm Desert']",2018-08-23T02:23:09Z,464907,3721,,174,PT6M2S,true
304,BfKtlsUU0D0,Expedia,Belfast Vacation Travel Guide | Expedia,"This video for Belfast Vacation Travel Guide is one of our older productions, but we wanted to share it with you to get some feedback on how these older clips compare to the more recent travel guides we’ve shot. Below are some links to those recent videos. Feel free to compare with this clip and comment below to let us know which ones you prefer, and what else you’d love to see from Expedia on YouTube!

St. Petersburg 
https://www.youtube.com/watch?v=N3ISUUO0CSo

Kyoto:
https://www.youtube.com/watch?v=Jd1wzlwtKJ0


--------------------------------------------------------------------------------------


Belfast – Come to the northeast coast of Ireland to experience an eclectic mix of history and modernity. Follow our journey to Belfast and start planning one of your own. 

When ready, browse vacation packages to Belfast: https://www.expedia.com/Belfast.d6034919.Destination-Travel-Guides

Scattered throughout the countryside of #Belfast, you’ll find Iron Age forts, medieval castles, and more modern construction dating to the 20th century. Belfast got on the fast track to modernizing in the 19th century, when it became known as a shipbuilding mecca. Among the famous vessels built at Belfast through the decades are the RMS Titanic and its sister ships, Olympic and Britannic. 

A great deal of Belfast’s modern identity stems from over three decades of political and religious strife. These issues have influenced much of the city’s public art, as a great number of murals and statues depict people and events from those times. 

Belfast makes a great #vacation destination. The city is easily navigable on foot, and you never know what sort of delightful gallery, park, or restaurant you’re going to find just around the bend. 

For now, we hope you enjoy watching this #travel #guide as much as we enjoyed making it. 

---------

Follow us on social media: 
FACEBOOK: https://www.facebook.com/expedia
TWITTER: https://twitter.com/Expedia
INSTAGRAM: https://instagram.com/expedia/
PINTEREST: https://www.pinterest.com/expedia",,2015-03-10T00:17:36Z,255582,1616,,157,PT3M53S,true
305,T0VcJ9Qd_AM,Expedia,"St. Petersburg, Florida Vacation Travel Guide | Expedia","St. Petersburg – Soak up the endless Florida sun here, then venture on to explore the city’s artsy side. 

Check out all the places we visited in this video: https://viewfinder.expedia.com/st-petersburg-florida-vacation-ideas-planning-itinerary-travel-video

When ready, browse vacation packages to St. Petersburg: https://www.expedia.com/St-Petersburg-Clearwater.d178310.Destination-Travel-Guides 

You may come to #StPetersburg for a sun-filled #vacation, but you’ll keep coming back for the whole cultural package. With incredible beaches to #visit and eye-popping galleries to #explore, this city will keep you busy. After you’ve worked up an appetite, end a day here at one of the craft breweries and taste-test your way to sundown. Follow us on our journey through St. Pete’s and start planning an #itinerary for a trip here of your own! 

For now, we hope you enjoy watching this #travel #guide as much as we enjoyed making it. 

More travel information around St. Petersburg: 
https://www.expedia.com/St-Petersburg-Clearwater.dx178310 

Subscribe to Expedia’s YouTube channel for great travel videos and join the conversation on the best vacation ideas!

---------

Follow us on social media: 
FACEBOOK: https://www.facebook.com/expedia
TWITTER: https://twitter.com/Expedia
INSTAGRAM: https://instagram.com/expedia/
PINTEREST: https://www.pinterest.com/expedia

---------

0:00 - St. Petersburg Florida
0:53 - St. Pete’s Urban Murals
1:22 - Craft Breweries
1:55 - Dali Museum
2:15 - Chihuly Collection
2:24 - Morean Arts Center
2:49 - Imagine Museum
3:03 - Museum of Fine Arts
3:13 - The James Museum of Western & Wildlife Art
3:36 - Sunken Gardens
3:51 - Sawgrass Lake Park
4:15 - St. Pete’s Beaches
5:20 - Clearwater
6:16 - Dunedin","['cvg', 'vacation travel guide', 'where to go', 'places to visit', 'vacation package', 'vacation', 'things to do', 'travel st petersburg', 'st petes', 'st petersburg museums', 'st petersburg history', 'florida travel', 'st petersburg vacation', 'travel to florida', 'things to do in st Petersburg', 'st Petersburg beaches']",2019-08-22T00:28:51Z,267829,2699,,236,PT7M22S,true
306,DtW0VqNkM9U,Expedia,Ottawa Vacation Travel Guide | Expedia,"Ottawa – This Ontario city is where you’ll find charming old-world buildings surrounded by picturesque natural beauty. Check out our amazing footage of Canada’s capital. 

When ready, browse vacation packages to Ottawa: https://www.expedia.com/Ottawa.d178296.Destination-Travel-Guides

The first stop on an #Ottawa #vacation should be the Rideau Canal. This waterway cuts the city in half, and it provides places for boating and paddleboarding during the summer. You can go ice skating along the Rideau when it ices over in winter.

Head to ByWard Market, where you’ll find some of the best fresh produce you’ll ever taste. Stock up on fruits and vegetables while you’re there.

#Visit the Canadian Museum of History in Quebec. This is where you can tour recreations of Old Canada: explore 1800s storefronts, wander into log cabins, and learn about the First Nations people. The National Gallery of Canada, a stunning glass-and-granite building full of art from Canadian, European, and other North American artists.

Round out your trip with a venture to Gatineau Park, where you can relax by the lake or take tea in the MacKenzie King estate.

For now, we hope you enjoy watching this #travel #guide as much as we enjoyed making it. 

More travel information around Ottawa: https://www.expedia.com/Ottawa.dx178296

Subscribe to Expedia’s YouTube Channel for great travel videos and join the conversation on the best vacation ideas. 

---------

Follow us on social media: 
FACEBOOK: https://www.facebook.com/expedia
TWITTER: https://twitter.com/Expedia
INSTAGRAM: https://instagram.com/expedia/
PINTEREST: https://www.pinterest.com/expedia

---------

0:00 - Ottawa
0:54 - Rideau Canal
1:08 - Bytown Museum
1:28 - Parliament Hill 
1:40 - National Gallery of Canada
1:54 - Notre Dame Basilica
2:02 - ByWard Market
2:19 - The Canada Agriculture and Food Museum
2:38 - Canada Aviation and Space Museum
2:51 - Canadian Museum of Civilization
3:08 - Gatineau Park
3:23 - Mackenzie King Estate","['cvg', 'trip', 'explore', 'attractions', 'tourist', 'guide', 'vacation', 'tourism', 'expedia', 'travel', 'visit', 'National Gallery of Canada', 'Parliament Hill', 'Canadian War Museum', 'Byward Market', 'Bytown Museum', 'Rideau Hall', 'Saunders Farm']",2014-02-20T04:06:52Z,1156809,6266,,417,PT4M14S,true
