,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,caption
373,I8bb09hteD4,ADK CRAFTWORLD,Best place in UAE to visit with Family and Kids/Best free place to visit in UAE/Al Marjan Island RAK,"#AlMarjanIsland
#BestfreeplacetovisitinUAE
#BestplacesforkidsandfamiliesinUAE
#BestlocationstovisitinUAE
#BestdestintionsinRASALKHAIMAH
#MalayalamUAETravelVlog

Query solved


best places to visit with family and friends in UAE
best location in UAE to visit with Kids
lusail
dubai visiting places
best free places in UAE to visit
Al marjan Island in UAE
Best places in Ras Al Khaimah
Best free playground for kids in UAE
Indians Abroad
dubai tourism
dubai trip vlog
dubai travel guide
dubai tours packages
dubai tours and travels
free places in dubai
places to visit in dubai for free
cheapest dubai trip
cheapest dubai market
how to plan a trip to dubai on a budget
dubai budget travel
dubai budget travel from india
dubai budget shopping
how to travel cheap in dubai
dubai best
dubai best places to visit
dubai cheap tour
dubai cheap tour package","['Best out of waste crafts in malayalam', 'malayalam uae vlog', 'malayalam vlog in Al marjan island', 'Best free places to visit in UAE', 'Best places to visit with families in UAE', 'Best places to visit with kids in UAE', 'Al Marjan island', 'Ras Al Khaimah best places', 'Malayali travel vlog', 'malayalam travel channel', 'free places in dubai', 'dubai budget travel', 'how to travel cheap in dubai', 'dubai best places to visit', 'cheapest dubai trip', 'lusail', 'dubai visiting places']",2022-08-17T06:34:13Z,642,,,112,PT5M3S,false
374,O_9TgmIg1nA,Expedia,Bora Bora Vacation Travel Guide | Expedia,"Bora Bora – The vacation destination that dreams are made of. Follow our journey through this island paradise. 

Check out all the places we visited in this video: https://viewfinder.expedia.com/bora-bora-vacation-ideas-planning-itinerary-travel-video/


When ready, browse vacation packages to Bora Bora: https://www.expedia.com/Bora-Bora.d602861.Destination-Travel-Guides

A #BoraBora #vacation can fill a photo album with its natural beauty, from its famous beaches to its lush greenery to its soaring volcanic peaks. Find unrivalled relaxation on the sand and endless fun on the water; this destination is one to remember. 

Bora Bora packs in travel inspiration for paradise-seekers in spades. When a destination is this dreamy, it’s easy to forget that a vacation here can be a reality. Check out the best resorts and attractions in our video and start planning a trip here of your own – you won’t want to miss it!


For now, we hope you enjoy watching this #travel #guide as much as we enjoyed making it. 

More travel information around Bora Bora: 
https://www.expedia.com/Bora-Bora.dx602861 


Subscribe to Expedia’s YouTube Channel for great travel videos and join the conversation on the best vacation ideas!

---------

Follow us on social media: 
FACEBOOK: https://www.facebook.com/expedia
TWITTER: https://twitter.com/Expedia
INSTAGRAM: https://instagram.com/expedia/
PINTEREST: https://www.pinterest.com/expedia

---------

0:00 - Bora Bora
1:52 - Vaitape
2:24 - Le Méridien Beach
2:56 - St Regis Bora Bora Resort
3:56 - Matira Point
4:08 - Matira Beach
4:30 - Sofitel Resort Beach
4:35 - Sofitel Bora Bora Private Island
4:53 - The Farm at the Bora Bora Pearl Company","['cvg', 'vacation travel guide', 'where to go', 'places to visit', 'vacation package', 'vacation', 'things to do', 'travel bora bora', 'french polynesia', 'tahiti travel', 'bora bora vacation', 'travel to bora bora', 'things to do in bora bora', 'bora bora beaches', 'french polynesia beaches', 'bora bora resorts', 'beach resorts bora bora']",2019-10-10T00:03:13Z,2473044,22203,,951,PT6M18S,true
375,sNncTJztEvE,Portable Zindgi,Rajgir In Monsoon!! Best Time To Go !! Best Place to Visit In Bihar........,"Rajgir is a good place to visit in bihar. Monsoon season is the best time to go. the breathtaking views can be only seen in rainy season. History of this place is of the Mahabharat era. Rajgir which was also known as Griwraj and Rajgrih. It was the capital of the most affluent and strongest state of Magadh. This place is also famous for the Mahanirvana of Gautam Budhha.............

My instagram Id-https://www.instagram.com/portable_zindgi

Thankyou......","['#best place in bihar', '#monsoon', '#rajgir in monsoon', '#rajgir', '#travel in bihar', '#portable zindgi', '#travel to bihar', '#unseen rajgir', '#places to visit in bihar', '#bihar me ghumne ka jagah', '#how to go rajgir', '#rajgir me ghumne ki jagah']",2020-10-21T22:06:50Z,956,93,,28,PT15M29S,false
376,tZS9-sUd9LI,Day break girls- Birds of my family,Kodanad ! Kaprikkad mini Zoo! Elephant traning center! Abhayaranyam! Best place to visit with family,#Kodanad #Elephanttrainingcentre  The village is a major tourist destination in the Ernakulam district because it houses the Kodanad Abhayaranyam animal shelter and elephant training centre.,"['Eco tourism', 'elephant', 'wild elephant', 'spotted deer', 'deer', 'butterfly garden', 'tree house', 'best place in ernakulam to vist with family', 'best place to visit with kids', 'best place to spend an evening', 'kids park', 'best place for one day trip', 'best place to spend one day in ernakulam']",2022-07-02T04:28:13Z,850,299,,62,PT4M54S,false
377,ioEQsRdZ8TE,Gm Today,7 Best Place To Visit In Malvan | मालवण घूमने की 7 अच्छी जगह..,"#Malvan
#Tourism
#Bestplace
#मालवण
#Konkan
#कोकन


malvan to goa,malvan village ghost story,malvan hotels,malvan beach,malvan distance,malvan beach resort,malvan map,mumbai to malvan,malvan hotels near tarkarli beach,tarkarli hotels,hotels in malvan tarkarli,restaurants in malvan,best restaurants in malvan,oyo hotels in tarkarli,मालवण पर्यटन माहिती,मालवण माहिती,सिंधुदुर्ग,मालवण बीच,मालवण तालुक्यातील गावे,मालवण पर्यटन स्थळे,मालवणी लाईफ,सिंधुदुर्ग जिल्हा संपूर्ण माहिती.
Malvan in the Sindhudurg district of Maharashtra is one of the most popular tourist destinations in the state with culturally authentic cuisine and the infamous Sindhudurg Fort. The best things to do in Malvan include scuba diving in the relatively clear water that the place is famous for. The historical significance of Malvan invites tourists throughout the year, which has made this place well known for its religious ethnicity as well as fun activities.","['Gm Today', 'Tourism', 'Best Place To Visit Malvan', 'Best Place To Visit In Malvan', 'मालवण घूमने की अच्छी जगह', 'malvan Tourist place', 'malvan', 'देवबाग बीच', 'sindhudurg beaches list', 'malvan beach', 'nivati beach', 'malvan beach video', 'nivati beach vengurla', 'tarkarli beach', 'tsunami island', 'tarkarli', 'मालवण पर्यटन स्थळे', 'मालवण बीच', 'Malvan', 'malvan katta', 'explore konkan', 'unseen kokan', 'never seen before kokan', 'malvan konkan', 'konkan tourism', 'kokan darshan', 'konkan maharashtra', 'best beach in malvan']",2020-05-01T12:51:44Z,110802,1273,,29,PT2M21S,false
378,Q_X3II7ndl4,CHM Analyzer,Banjosa Lake Azad Kashmir | Rawalakot Azad Kashmir | Best Place to Visit in Kashmir | CHM Analyzer,"Banjosa lake azad kashmir rawalakot azad kashmir Best place to visit in azad kashmir
#banjosalake 
#Banjosajheel
#lakeazadkashmir
#bestplacetovisitinkashmir
#Top10beautifulplaceinazadkashmir
#visittoazadkashmir
#tolipeerbanjosaazadkashmir
#rawlakotazadkashmir
#banjosarawlakot","['Banjosalakeazadkashmir', 'Rawalakotazadkashmir', 'Bestplacetovisitinazadkashmir', 'Picnicplaceinazadkashmir', 'Bestpicnicplace']",2021-11-11T11:10:50Z,482,76,,36,PT2M48S,false
379,tju5IOWS4eM,D S K Creations,Khammam// Top 10 Tourist Places to visit near Khammam// best place  visit in Khammam// Telangana sta,"#khammamplaces #top10
Hello friends Please subscribe share and like our channel
*****************************************************
Now we discuss top 10 Tourist Places in Khammam
01  Lakaram tank band
02  Khammam fort
03  Kaviraj park
04 Bhadrachalm temple
05  Parnasala
06 Kineerasani temple & wild life
07 Jamalapuram Temple
08 Kusamanchi Temple
09 KTPC
10  Nelakondapally

Top 10 Tourist Places in Warangal
https://youtu.be/s36Sx_bW4p8 
 
Top 10 Tourist Places in karimangar
https://youtu.be/UseWjUUt7yk

Top 10 Tourist Places in Nizamabad
https://youtu.be/q1eDD-CigRE","['Top 10 Tourist Places in Khammam', 'Khammam', 'Telangana state', 'best place', 'Visiting place', 'tourist places', 'tourism places', 'top most places', 'top 10', 'more places', 'Khammam fort', 'Lakaram tank band', 'best places']",2019-11-21T18:21:48Z,15802,205,,6,PT3M24S,false
380,Yx3BAdCjIHc,Curly Tales ,I Love My Maharashtra Ep 2 | Exploring Nashik In A Private Caravan | Curly Tales,"Have you ever experienced what it’s like to travel in a private caravan? Kamiya Jani is stepping out to explore yet another gem of @MaharashtraTourismOfficial, this time around in a private caravan by Motohom, registered with Maharashtra Tourism, which made her journey super comfy and luxurious. This episode on the Wine Capital of India is filled with culture, adventure activities, and of course some iconic and must-try foods there. From staying at Grape Park resort, trying out water sports to seeking the blessings at Trimbakeshwar temple, and indulging in some iconic misal at Sadhana Misal, she explores Nashik city to the fullest! Watch the video and accompany her on this super exciting journey!

Log onto www.maharashtratourism.gov.in to get more information about the destination.

Remember to follow @curly.tales and @MaharashtraTourismOfficial on all social media handles. 

#Nashik #Curlytales #ILoveMyMaharashtra #Maharashtra #KamiyaJani #MaharashtraTourism #ExploreMaharashtra #Travel #Tourism #India

00:00 - Intro 
00:26 - Welcome to my Caravan 
01:35 - Igatpuri 
01:59 - Bhavali Dam
02:10 - Draksh se Rudraksha Tak 
02:43 - MTDC Boat Club
04:53 - Grape Park 
06:35 - Harihar Fort 
09:09 - Trimbakeshwar Temple
09:33 - Khushawrat Kund
09:46 - Sadhana Misal
11:23 - Sita Gufa
12:42 - Kalaram Temple
13:10 - Ramkund
14:07 - Divtya Budhlya Machi
14:56 - Soma Wine Village 
16:14 - The Experience!

Subscribe to Us on YT ► http://bit.ly/CurlyTales

Other Social Accounts:
Follow us on Facebook ►http://bit.ly/2PEaDGT
Follow us on Instagram ► http://bit.ly/2NQcckE
For more such stories ► http://bit.ly/2MM7yrk","['Curly Tales', 'i love my Maharashtra', 'Nashik', 'nashik tourism', 'maharashtra tourism', 'igatputi', 'bhavli dam', 'sita gupha', 'trambakeshwar', 'ramkundh', 'kumbh mela', 'i lovemy nashik', 'i love my maharashtra episode 2', 'i love maharashtra', 'maharashtra nashik', 'nasik', 'nashik', 'explore nashik', 'explore maharashtra', 'kamiya jani', 'kamiya jani maharashtra', 'kamiya nashik', 'kamiya jani nasik', 'nashik vlogs']",2021-10-15T11:34:45Z,621433,13637,,626,PT17M10S,false
381,bPCXMkosHqM,Travel Spree,So… This Will Be The Last Time We Visit CocoCay,"CocoCay is an amazing place to visit. Today at CocoCay, we plan to explore the whole Royal Caribbean island. When you visit CocoCay, you will soon realize there is plenty to do on the island. We recommend having a perfect day at CocoCay, its the best private island in the cruise industry. Come with us as we have some fun visiting Coco Cay Bahamas.

Join this membership program to get access to perks:
https://www.youtube.com/channel/UCyBR9t47kSnkBUPdTbNpuQw/join

Check out our NEW Merch!: https://theltc.shop/

Want to see more?? Make sure you SUBSCRIBE and hit that NOTIFICATION BELL to take part in the Travel Spree!

Instagram:
Travel Spree: https://www.instagram.com/travelspreeofficial/

Travel Spree Amazon Store: 
https://www.amazon.com/shop/travelspree

Ways to support this channel:
Subscribe, Like, Comment on the video
Cashapp: $TravelSpree 
Venmo: @travelspree
Zelle: FainandLo@gmail.com
Paypal: paypal.me/TravelSpree
Any generous donations we receive goes back into this channel, to make our content even better!

Get Paradise by Bazzi and over 1M + mainstream tracks here https://go.lickd.co/Music

License ID: wz4OBJd259a https://lickd.lnk.to/mxjQAWID!Travel%20Spree

Get Life Goes On by Oliver Tree and over 1M + mainstream tracks here https://go.lickd.co/Music

License ID: K5Rd3bq17dm https://lickd.lnk.to/6VDHeDID!Travel%20Spree

Get Best Friend (feat. Doja Cat) by Saweetie, Doja Cat and over 1M + mainstream tracks here https://go.lickd.co/Music

License ID: K34my9kr4rY https://lickd.lnk.to/QMfx5rID!Travel%20Spree","['cococay', 'coco cay all slides', 'coco cay beach club', 'coco cay cabanas', 'coco cay thrill water park', 'coco cay water park', 'coco cay water slides', 'cococay bahamas', 'cococay bahamas royal caribbean', 'cococay commercial', 'cococay island', 'cococay perfect day', 'cococay royal caribbean', 'cococay royal caribbeans private island', 'Coco Cay']",2022-11-19T16:00:08Z,21665,833,,100,PT16M17S,false
382,kLQKqFCQFPM,TSN Vlogs,Best place to visit in Birtamode jhapa || Heaven Water Park,"This vlog is all about heaven water park which is located at birtamode jhapa near charpane. 

....................THANKYOU FOR WATCHING THIS VIDEO.............................
        PLEASE HIT THE SUBSCRIBE BUTTON IF YOU ARE NEW TO US
 
My other videos......

Kanyam Vlog-https://www.youtube.com/watch?v=Bzomvf1LEH0 (Must Watch)

suicide point vlog -https://www.youtube.com/watch?v=Zp1R5n4NtTs

Jhapa lockdown day 2-https://www.youtube.com/watch?v=gdltE0QAjwY

Tinjure Vlog- https://www.youtube.com/watch?v=fYN0ik52vnM

Kakarvitta vlog-https://www.youtube.com/watch?v=hiEspC3s2dw

Jhandi dada vlog-https://www.youtube.com/watch?v=EJVusj6HFfI

#heavenwaterpark
#birtamodejhapa
#charpane","['Heaven water park', 'water park', 'heaven water park birtamode', 'birtamode jhapa', 'charpane', 'TSN Vlogs', 'heaven water park vlog', 'Heaven water park vlog || Beautiful place to visit in birtamode jhapa', 'heaven water park rides', 'heaven water park & resort', 'heaven water park kagvad', 'Visit to heaven water park @ Birtamode Jhapa', 'Best place to visit in Birtamode jhapa || Heaven Water Park']",2021-09-20T12:41:39Z,6090,186,,18,PT5M21S,false
383,OwsyTmNB-aQ,Wolters World,Visit New Orleans - The Don'ts of Visiting New Orleans,"New Orleans, The Big Easy is one of the best tourist destinations in the USA. From the historic architecture in the French Quarter, to the parties on Bourbon Street, to the Fun of Mardi Gras, the city has so many things for tourists to do and see. Well, this video goes into the other side of traveling to New Orleans. We are talking about what tourists should not do when they visit New Orleans. From Not Falling for the ""I Bet I Know Where You Got Your Shoes"" trick, to Safety Issues, to Not Missing Out on All the Great activities, here are the Don'ts of Visiting New Orleans. 
Filmed in New Orleans, LA
Copyright Mark Wolters 2018

The Don'ts of Mardi Gras
https://youtu.be/Gi6dZVhOWw8

5 Ways to Get Arrested at Mardi Gras
https://youtu.be/vjXjVQKA6j0

5 Must Eats of New Orleans
https://youtu.be/tDjsEB-W4E8

10 Things That SHOCK Tourists about The South 
https://youtu.be/szbyA3Bic_w
 
We travel with a Microsoft Surface everywhere we go. I edit my videos on it & use it to backup my pictures and vides while we travel. It’s light and the best travel laptop on the market in my opinion. 
https://amzn.to/2L55pDR

We use Sony Alpha series cameras to film our videos. They are compact so you don’t look like a super tourist when you take great pictures and videos while you travel. 
https://amzn.to/2WbTNFH

We use Manfrotto Tripods. They are compact, travel well, and honestly I would not use another tripod for my nice cameras. 
https://amzn.to/35AWqUs

Travel Plug that works in pretty much any country & has four USB ports. A must for any traveler. 
https://amzn.to/2YDeADt

Want to grab some great gear? We have used Osprey Packs for years & swear by them. Check them out here 
https://tinyurl.com/woltersworldospreypacks

Need some clothing for your next adventure? Patagonia has some pretty good stuff for all kinds of travelers. 
https://tinyurl.com/woltersworldpatagonia 

Hey There Fellow Travelers! Thank you for watching our honest travel vlogs from all over this wonderful world. If you would like to get in contact with us please follow us & send us a message via our social media channels below. Also, if you like our travel videos please feel free to share them with other fellow travelers. 

Follow Us At
http://www.facebook.com/woltersworld
http://www.twitter.com/woltersworld
http://www.instagram.com/woltersworld
http://www.youtube.com/woltersworld
http://www.woltersworld.com","['travel', 'europe', 'mark wolters', 'wolters world', 'travel advice', 'tourist attractions', 'travel vlogger', 'honest travel', 'fat travel guy']",2019-01-12T16:21:52Z,1763581,29082,,5114,PT14M35S,false
384,Y5oURTUiXXs,Stunning Nepal,Garden of Dreams Kathmandu | Best Place to Visit for Couples in Kathmandu - Stunning Nepal,"Garden of Dreams Kathmandu | Best Place to Visit for Couples in Kathmandu - Stunning Nepal

If you have any feedback/queries about this video, feel free to message me !!! Do hit the Like button and Leave a comment :)

Visit Website: https://www.stunningnepal.com
Follow us on Facebook: https://www.facebook.com/StunningNepal1/
Follow us on Twitter: https://twitter.com/stunningnepal
Follow us on Instagram: https://www.instagram.com/stunningnepal/
Follow us on Pinterest: https://www.pinterest.com/stunningnepal/

Enjoy! Don't Forget to Subscribe For More !!!
https://www.youtube.com/channel/UCFUmfDJTyIIaeZmWLBxnF4Q?sub_confirmation=1
#GardenOfDreams #StunningNepal #VisitNepal","['Garden of Dreams', 'garden of dreams nepal', 'Garden of dreams kathmandu', 'Stunning Nepal', 'Visit Nepal', 'Welcome Nepal', 'Travel', 'Holiday', 'Leisure', 'Holidays to Nepal', 'Nepal', 'Kathmandu', 'Things to do in Nepal', 'स्वप्न बगैंचा', 'Garden of six seasons']",2022-11-22T17:24:15Z,5,0,,0,PT18S,false
385,CBwKJfrm5-U,Allan Su,Bali Travel Guide - How to travel Bali for First-timers,"Check out my Bali travel guide for more in-depth info:
► http://bit.ly/2Nyh5Oq

Follow me on:
► Instagram: https://instagram.com/allanwsu

================================
Hotel Recommendations for Bali
================================

Hotels in Ubud:
Budget Option - Evitel Resort: ►http://bit.ly/2KG4qJC
Middle Option - The Garcia ►https://bit.ly/3lSA1c6
Expensive Option - Kayon Resort ►http://bit.ly/2Z6lUUR

Hotels in Gili T:
Budget Option - Gili Breeze ► http://bit.ly/2KAdDVm
Middle Option - La Cocoteraie► http://bit.ly/2H8aaLf
Expensive Option - Pondok Estate: ► https://bit.ly/3ee9eEy

Hotels in Seminyak:
Budget Option - The Haven ► http://bit.ly/33CDLGf
Middle Option - The Buah Villas► https://bit.ly/3j7XRyH
Expensive Option - The W Bali► http://bit.ly/33EcMdM

================================
What I use to Film
================================
► Camera: https://geni.us/1tPWPX
► Wide-angle lens: https://geni.us/Vewf
► Mid-range lens: https://geni.us/zc1z
► Travel tripod: https://geni.us/vYPy2i
► Microphone: https://geni.us/zJor5ZL
► Drone: https://geni.us/duxjsd
► Gimbal: https://geni.us/IHn8B8


=============================
Where I get my Music
=============================
Epidemic Sound
► https://share.epidemicsound.com/CjV6D


=============================
Disclaimer
=============================
This video and description contain affiliate links. Any purchase made through the links helps support the channel and allows me to continue making videos. Thank you for the support!

_________________________________________
#Bali #ThingstodoinBali #BaliTravelGuide","['Bali Travel Guide', 'how to travel bali', 'travel to bali', 'bali guide', 'guide to bali', 'travel guide to bali', 'bali', 'bali trip', 'things to do in bali', 'What to do in bali', 'places to visit in bali', 'where to go in bali', 'top things to do in bali', 'where to visit in bali', 'places to see in bali', 'bali indonesia', 'traveling to bali', 'bali travel', 'sights to see in bali', 'ubud', 'bali travel tips', 'bali travel guide', 'travel bali', 'best things to do in Bali']",2017-09-15T08:00:00Z,2543477,32428,,892,PT13M47S,false
386,ycMPXockKn0,touropia,10 Most Beautiful Islands in Thailand - Travel Video,"Check out all the places seen in this video: https://www.touropia.com/best-islands-in-thailand/

With excellent weather, warm ocean water, and palm-fringed beaches, Thailand is island living at its very best. Pair that with top-notch accommodation and a pleasing exchange rate, and you have the ultimate holiday destination. An abundance of islands each offers their own unique personality, from bustling markets and extraordinary temples to enchanting swimming spots, beach bars, and coral reefs. Whether you’re looking to keep busy kayaking, swimming, and snorkeling, or simply want to relax with a cocktail in hand – you’ll find a Thai island to suit you.","['thailand', 'thailand travel', 'thailand islands', 'thai islands', 'phuket', 'ko samui', 'ko phi phi', 'ko tao', 'ko muk', 'ko lanta', 'Similan Islands', 'Ko Phangan', 'ko chang', 'ko lipe']",2021-08-05T15:54:54Z,427583,4439,,283,PT14M55S,true
387,UT8SnicEct0,Wolters World,Visit Chicago - The DON'Ts of Visiting Chicago,"Chicago, the Second City of the USA has so much for tourists to do. The Art Institute of Chicago, The Magnificent Mile, The Shed Aquarium, The Willis/Sears Tower, the Bean, and so much more! However, there are some things that tourists should know before they visit Chicago so they make sure they have a great time in the Windy City!
The Don'ts of Visiting Chicago, 23 Things Tourists Should Not Do in Chicago.
Filmed in Chicago, IL, USA
Copyright Mark Wolters 2018

The 5 Must Eats of Chicago
https://youtu.be/TRCSkRwzLaw

The Don'ts of The USA
https://youtu.be/2w6ephOxnTY

We travel with a Microsoft Surface everywhere we go. I edit my videos on it & use it to backup my pictures and vides while we travel. It’s light and the best travel laptop on the market in my opinion. 
https://amzn.to/2L55pDR

We use Sony Alpha series cameras to film our videos. They are compact so you don’t look like a super tourist when you take great pictures and videos while you travel. 
https://amzn.to/2WbTNFH

We use Manfrotto Tripods. They are compact, travel well, and honestly I would not use another tripod for my nice cameras. 
https://amzn.to/35AWqUs

Travel Plug that works in pretty much any country & has four USB ports. A must for any traveler. 
https://amzn.to/2YDeADt

Want to grab some great gear? We have used Osprey Packs for years & swear by them. Check them out here 
https://tinyurl.com/woltersworldospreypacks

Need some clothing for your next adventure? Patagonia has some pretty good stuff for all kinds of travelers. 
https://tinyurl.com/woltersworldpatagonia 

Hey There Fellow Travelers! Thank you for watching our honest travel vlogs from all over this wonderful world. If you would like to get in contact with us please follow us & send us a message via our social media channels below. Also, if you like our travel videos please feel free to share them with other fellow travelers. 

Follow Us At
http://www.facebook.com/woltersworld
http://www.twitter.com/woltersworld
http://www.instagram.com/woltersworld
http://www.youtube.com/woltersworld
http://www.woltersworld.com","['travel', 'europe', 'mark wolters', 'wolters world', 'travel advice', 'tourist attractions', 'travel vlogger', 'honest travel', 'fat travel guy', 'Chicago', 'Chicago Cubs', 'Chitown', 'Second City']",2018-12-25T12:00:04Z,1344342,23024,,9035,PT18M25S,false
388,P3b19MIVHRg,Bavan Vlogs,Ananthagiri Hills | Kotepally Reservoir | Vikarabad | Part 1 | Best place to visit near Hyderabad |,"#Ananthagirihills #kotepallyresorvior #kayaking #hyderabad #bavanvlogs

Ananthagiri Hills is one of the best places near Hyderabad.Approximately 80 kms from Hyderabad city.In the rainy season the water flows from these hills to Usman Sagar is also known as Himayathsagar.It is one of the dense forests in Telangana. Ananthagiri Temple is located in this forested area.

Watch tower is the best place to get amazing view of the forest and hills.Great place for an outdoor one day trip with friends and family.Pleasant for trekking,picnic,great view,etc..Good to carry food, water, mat/sheet and a bag to collect your garbage.

Please don't throw plastic bottles and wrappers keep the place clean to enjoy nature.


Thanks for watching the video🙏🙏...

Please Like the video, Share with friends and Do Comment what you liked about the video or suggestions for new places to explore..

Do ⭐SUBSCRIBE⭐ to my channel for more interesting Videos..

Follow me on Instagram - https://www.instagram.com/bavan_vlogs/",,2021-10-27T15:44:26Z,21889,205,,20,PT16M42S,false
389,nHFw-_0oALA,Cloud Cutter,Jambughoda Wildlife Sanctuary | Best place to visit near Vadodara Gujarat | Vlog | Cloud Cutter,"#jambughoda #wildlifesanctuary #gujarat #gujarattourism #nature

The sanctuary was part of the princely state of Jambughoda before Independence. A number of tribal settlements used to be wedged in the middle of the jungle then. It was established in 1989, but the status of a wildlife sanctuary was given only in May 1990.

 Located 70 km from Vadodara, and 20 km from Champaner, the Jambughoda Wildlife Sanctuary is best combined when visiting these cities. The wildlife sanctuary consists of forested hills with teeming wildlife and avian species. Teak, mahua and bamboo thickets cover the length and breadth of the forest, which is occupied by wild boars, nilgais (blue bull), jackals, hyenas, barking deer, sloth bears, and chausinghas (four-horned antelope) and leopards. A camping experience in close proximity to the wildlife is the highlight of the forest. One can book ahead at the forest rest house near the Kada reservoir. The 130.38 sq km sanctuary is a haven for nature lovers.

IF YOU LIKED THIS VIDEO THAN PLEASE MAKE SURE YOU SUBSCRIBE TO MY CHANNEL, IT MOTIVATES ME A LOT TO CREATE SUCH CONTENT.

IF YOU WANT TO SUGGEST ME SOMETHING THAN PLEASE FEEL FREE TO COMMENT DOWN.

DO FOLLOW ME ON INSTAGRAM : https://www.instagram.com/its_deepmehta/","['jambughoda', 'gujarat', 'nature', 'tracking', 'wildlife', 'wildlife sanctuary', 'gujarat tourism', 'places to visit in gujarat', 'places to visit near vadodara', 'best place near vadodara', 'vadodara', 'baroda', 'vlog', 'drone', 'cinematic']",2022-01-24T12:15:14Z,5421,68,,24,PT12M36S,false
390,eSpLa-f6yuY,visa2explore,"EP 12 Gokarna Tour, Coastal Karnataka Tour | Gokarna is 150 km from Goa","Gokarna is at a distance of 150 km from Goa, this place is a famous pilgrimage destination and also a popular destination among tourists who are looking at clean sea beaches.

This video is about a day in Gokarna, Coastal Karnataka.

If you wish to support this channel:
YouTube Member Programme : https://www.youtube.com/channel/UCFuxLOUo41P3eEAW8U-Dwjg/join
Patreon: https://www.patreon.com/visa2explore 
Channel merchandise: https://kadakmerch.com/collections/visa2explore

Following are the details about the places we visited as part of this episode.

Introduction - Kudle beach - we saw Kudle beach from distance, we were actually on way to Om beach to start our day, that is when we saw Kudle beach from height, it was an amazing view.

Om Beach - This is one of the most popular sea beach of Gokarna, name of the beach is so because it is in the shape of OM.

Sea beaches visit on Boat from Om beach - we paid Rs 4000 for this journey of one hour and fifteen minutes, where the boat man took us to Paridise beach, Half moon beach, we also saw the river and sea meeting point- confluence and also had a look at and old watch tower.

If you wish to trek and reach these points , you can do that, reaching these beaches may take upto 2 hours from gokarna.

Temple visit at Gokarna:

We visited MahaGanapathi temple and Shree Mahabaleshwar temple, both are in the heart of the city.

After the temple visit we went to have Bhojan prasad , which is served at a walking distance from Shree Mahabaleshwar temple.

Tambri parni Teertha - people visit this place for Asthi visarjan, we visited this place to pay our visit to this holy location.

Ram Teertha - This is near Gokarna beach - view of this location is really nice, its like looking at sea beach from height. Ram Teertha is the place where Lord Ram has done meditation and prayer.

Carving on rock - Walking distance from Ram Teertha
Library - This is an old library, though not maintained well.

Sanikatta - This place is famous for salt extraction from sea water.

Mangrove forest - we halted at this place for some time to have a look at the forest.

Estuary point - This is a beautiful point.

Pai restaurant -Food at this restaurant was above average, during my tour of Gokarna i learnt that as of you may not get to see good restaurants in Gokarna. 

We did our night stay at Vedic village homestay-this homestay is located at a 3 to 4 km distance from Om beach.
Tariff at this homestay is Rs 5000 for one day , 4 people can stay here , tariff includes breakfast .
Our stay at this place was quite comfortable.

Hope you enjoyed watching this episode, we look forward to hear from you, if you have any query, please feel free to write to us in comments below","['places to visit in Gokarna', 'Sea beaches in Gokarna', 'how to plan Gokarna tour', 'things to do in Gokarna in a day', 'om beach', 'paradise beach gokarna', 'Coastal karnataka Gokarna', 'Ram Teertha Gokarna', 'Mini Goa of Karnataka', 'clean sea beaches of india', 'best sea beaches of Coastal India']",2021-02-28T03:30:03Z,1047713,19230,,1723,PT29M55S,true
